Audit Log Report - Effective Date[06/17/2026],,,,,,,,,,,,
"Report generated on - Jun 17, 2026 5:30:54 AM",,,,,,,,,,,,
Report generated by - Yugdeep Parihar,,,,,,,,,,,,
,,,,,,,,,,,,
Id,Operation,Activity,Level,Level Details,Date,User,Description,Field,Old Setting,New Setting,Effective From,Package generated or not
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(12-English),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(53-SpanishUS),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(30-French),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(30-Mandarin),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(30-Cantonese),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(76-English),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(76-Deutsch),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(76-Cantonese),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(12-French),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(53-Deutsch),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Image Name(30-Deutsch),Kiosk_Category_202603_NationalBeverage_396x396,,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Button(30)(Button(30)),Enable,Disable,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(76-French),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(76-Mandarin),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
432157744,Manage Screen Set,Update,Market,US Country Office," Jun 17, 2026 5:22:17 AM ",er924071 - Yugdeep Parihar,Current Settings: Screen Kiosk 6 Left Hand Navigation of screen set Fairway - Portfolio A has been updated.,Caption(76-Cantonese),NEW McCafé  Specialty Drinks,new btn,"Jun 17, 2026",N/A
